"","Identifier","Source","Museum_number","Family","Genus","Species","English_name","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"3288",2050,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village F6005","26-Apr-21",4,2021,""
"3289",2051,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village 14th Av","27-Apr-21",4,2021,""
"3290",2059,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,3,"Simunye (E.S.A)","05-May-21",5,2021,""
"3291",2060,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village Msiphane rd","05-May-21",5,2021,""
"3292",2061,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village B1307","07-May-21",5,2021,""
"3293",2092,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7366,31.7707,2,"Tambuti Workshop","23-Jun-21",6,2021,""
"3294",2097,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7366,31.7707,2,"Tambuti Workshop","05-Jul-21",7,2021,""
"3295",2104,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,3,"Simunye, effluent plant","02-Aug-21",8,2021,""
"3296",2111,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village E5019","26-Aug-21",8,2021,""
"3297",2196,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","01-Nov-21",11,2021,""
"3298",2202,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","02-Nov-21",11,2021,""
"3299",2212,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","04-Nov-21",11,2021,""
"3300",2213,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House E5023","04-Nov-21",11,2021,""
"3301",2217,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","05-Nov-21",11,2021,""
"3302",2233,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","06-Nov-21",11,2021,""
"3303",2244,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","07-Nov-21",11,2021,""
"3304",2292,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.203,31.911,2,"Simunye, Apprentice hostel","28-Nov-21",11,2021,""
"3305",2316,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House A0153","07-Dec-21",12,2021,""
"3306",2335,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7833,31.9333,3,"Big Bend","13-Dec-21",12,2021,""
"3307",2338,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7833,31.9333,3,"Big Bend","15-Dec-21",12,2021,""
"3308",2358,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26,31.757,2,"Tshaneni Village House 8","22-Dec-21",12,2021,""
"3309",2365,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.198,31.815,2,"Ngomane, 6th Street","27-Dec-21",12,2021,""
"3310",2370,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,2,"Lusoti, Kennels","28-Dec-21",12,2021,""
"3311",2377,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.683,31.684,2,"Siphofaneni","30-Dec-21",12,2021,""
"3312",2380,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","31-Dec-21",12,2021,""
"3313",2392,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2096,31.9295,1,"Simunye, Mnguphane Road","05-Jan-22",1,2022,""
"3314",2393,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.533,31.321,2,"Tubungu","05-Jan-22",1,2022,""
"3315",2407,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House D4103","13-Jan-22",1,2022,""
"3316",2408,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2096,31.9208,1,"Simunye Plaza Bus Rank","13-Jan-22",1,2022,""
"3317",2411,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village HouseB1293","14-Jan-22",1,2022,""
"3318",2417,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26,31.757,2,"Tshaneni Village House 94","17-Jan-22",1,2022,""
"3319",2420,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.4899,31.4554,3,"Hhelehhele","18-Jan-22",1,2022,""
"3320",2427,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,2,"Simunye, next to Prefab","24-Jan-22",1,2022,""
"3321",2451,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House A0070","02-Feb-22",2,2022,""
"3322",2452,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.198,31.815,2,"Ngomane Village Zone 4","02-Feb-22",2,2022,""
"3323",2460,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.408,31.818,2,"Matsetsa, 5km from Siteki turn off","04-Feb-22",2,2022,""
"3324",2469,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House C3076","07-Feb-22",2,2022,""
"3325",2485,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.5406,31.3451,2,"Masundvwini","09-Feb-22",2,2022,""
"3326",2491,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.465,31.9451,2,"Mabuda Farm","10-Feb-22",2,2022,""
"3327",2495,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village House C3086","12-Feb-22",2,2022,""
"3328",2514,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,2,"Simunye","25-Feb-22",2,2022,""
"3329",2518,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.49,31.223,2,"Mahlanya","04-Mar-22",3,2022,""
"3330",2584,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.411,31.707,2,"Malindza","23-Apr-22",4,2022,""
"3331",2597,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.3986,31.1805,3,"Ezulwini","29-Apr-22",4,2022,""
"3332",2763,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.106,31.922,2,"Tambankulu","08-Nov-22",11,2022,""
"3333",2819,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2032,31.5564,1,"Croydon, KaMabuza","24-Nov-22",11,2022,""
"3334",3287,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26,31.757,2,"Tshaneni","14-Mar-21",3,2021,""
"3335",3288,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.5266,31.5845,1,"Mkhuzweni","26-Nov-22",11,2022,""
"3336",3289,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.5818,31.318,1,"Dwaleni (=Edwaleni)","20-Nov-23",11,2023,""
"3337",3290,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.5021,31.4811,1,"Hhelehhele","19-Dec-23",12,2023,""
"3338",3291,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.1977,31.5781,1,"Croydon, Magagula","29-Jan-24",1,2024,""
"3339",3292,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2051,31.5601,1,"Croydon, KaPhiri 500m from his house","17-Feb-24",2,2024,""
"3340",3293,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.1977,31.5781,1,"Croydon, Magagula","02-Apr-24",4,2024,""
"3341",3294,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2051,31.5601,1,"Croydon, KaPhiri 500m from his house","14-Apr-24",4,2024,""
"3342",3295,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.528,31.191,2,"Malkerns","21-Feb-22",2,2022,""
"3343",3296,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.532,31.208,2,"Malkerns, Tinkhukhu Farm","30-Oct-23",10,2023,""
"3344",3297,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.0816,31.252,2,"Maguga Dam","19-Apr-23",4,2023,""
"3345",3298,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.106,31.922,2,"Tambankulu","18-Jan-23",1,2023,""
"3346",3299,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","22-Sep-23",9,2023,""
"3347",3300,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","20-Feb-22",2,2022,""
"3348",3301,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,2,"Simunye","19-Jun-23",6,2023,""
"3349",3302,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.595,31.369,2,"Nhlambeni","04-Sep-23",9,2023,""
"3350",3303,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2108,31.9274,2,"Simunye","27-Mar-21",3,2021,""
"3351",3305,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.349,31.719,2,"KM3 Airport","05-May-23",5,2023,""
"3352",3306,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.4418,31.9416,2,"Siteki","25-Sep-23",9,2023,""
"3353",4036,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7366,31.7707,2,"Tambuti","28-Mar-24",3,2024,""
"3354",4037,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7366,31.7707,2,"Tambuti","28-Mar-24",3,2024,""
"3355",4038,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.99,31.755,2,"Mananga Country Club","02-Feb-23",2,2023,""
"3356",4039,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.99,31.755,2,"Mananga Country Club","02-Feb-23",2,2023,""
"3357",4040,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.99,31.755,2,"Mananga Country Club","02-Feb-23",2,2023,""
"3358",4041,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.4418,31.9416,2,"Siteki, Kakhutsala","11-Feb-24",2,2024,""
"3359",4042,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.948,31.133,2,"Bulembu","13-Feb-24",2,2024,""
"3360",4044,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.19,31.57,2,"Croydon","16-Apr-23",4,2023,""
"3361",4045,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.441,31.181,2,"Mantenga","07-Feb-24",2,2024,""
"3362",4046,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.703,31.345,1,"Ekhaya Ranch, Ngwempisi","09-Mar-23",3,2023,""
"3363",4048,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","23-Feb-24",2,2024,""
"3364",4049,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","03-Apr-24",4,2024,""
"3365",4051,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village","09-Feb-24",2,2024,""
"3366",4054,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.3986,31.1805,3,"Ezulwini","21-Mar-23",3,2023,""
"3367",4055,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.6268,31.4202,2,"Sidvokodvo, DPM house","07-Mar-24",3,2024,""
"3368",4056,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","25-May-24",5,2024,""
"3369",4057,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.8,31.4,2,"Ngonini","26-Mar-24",3,2024,""
"3370",4058,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.8438,31.8934,2,"Big Bend, Crooks Plantation","13-Dec-23",12,2023,""
"3371",4059,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.8,31.4,2,"Ngonini","14-Feb-23",2,2023,""
"3372",4061,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","09-Sep-23",9,2023,""
"3373",4063,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.995,31.757,2,"Mananga","14-Dec-23",12,2023,""
"3374",4065,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","05-Jan-24",1,2024,""
"3375",4067,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village","08-Feb-24",2,2024,""
"3376",4068,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village","08-Feb-24",2,2024,""
"3377",4069,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti Village","08-Feb-24",2,2024,""
"3378",4070,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.7887,31.7698,1,"Franks Farm","04-Mar-24",3,2024,""
"3379",4071,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.203,31.911,1,"Simunye, RES Apprentice Hostel","11-Mar-24",3,2024,""
"3380",4072,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.533,31.321,2,"Tubungu","20-Mar-24",3,2024,""
"3381",4074,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.872,31.417,2,"Vusweni","14-May-24",5,2024,""
"3382",4075,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.408,31.553,2,"Mpisi Farm","31-Jul-24",7,2024,""
"3383",4229,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam ","13-Oct-23",10,2023,""
"3384",4230,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.487,31.452,1,"Hhelehhele, Shagri La","08-Nov-22",11,2022,""
"3385",4231,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.1909,31.905,1,"Simunye Police camp","23-Jan-23",1,2023,""
"3386",4233,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.853,31.767,2,"St. Phillips","11-Mar-21",3,2021,""
"3387",4234,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.178,31.98,2,"Mbuluzi GR, south side","11-Mar-22",3,2022,""
"3388",4235,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.4899,31.4554,3,"Hhelehhele","05-Dec-22",12,2022,""
"3389",4236,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.3214,31.1065,2,"Mbabane Youth with a mission, Lomkiri Zone 4, Hilltop","16-Dec-22",12,2022,""
"3390",4237,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.9194,2,"Simunye Country Club, gate","24-Dec-22",12,2022,""
"3391",4238,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-27.0029,31.6533,2,"Maloma","02-Jan-23",1,2023,""
"3392",4239,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.214,31.919,2,"Lusoti village, A060","04-Jan-23",1,2023,""
"3393",4240,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-25.991,31.71,2,"Sand River Dam","06-Jan-23",1,2023,""
"3394",4241,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.8438,31.8934,2,"Big Bend, Crooks Plantation","09-Nov-23",11,2023,""
"3395",4242,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2059,31.5587,1,"Croydon","26-Apr-24",4,2024,""
"3396",4382,"Museum","ENMN IYSIS_H_035","Pythonidae","Python","natalensis","Southern African Python",-25.975,31.746,1,"Mananga Traffic Circle","03-Jan-16",1,2016,""
"3397",4395,"Monadjem","","Pythonidae","Python","natalensis","Southern African Python",-26.1051,31.3099,1,"Maguga, Dlomo River ","16-Apr-23",4,2023,""
"3398",4406,"EAF","","Pythonidae","Python","natalensis","Southern African Python",-26.2069,31.9118,1,"Simunye, road to Mill","12-Sep-24",9,2024,""
"3399",4500,"Museum","TM82996","Pythonidae","Python","natalensis","Southern African Python",-26.1753,31.9972,2,"Mlawula NR, 500m W of entrance","13-Apr-98",4,1998,"Yes"
"3400",4544,"Museum","TM83079","Pythonidae","Python","natalensis","Southern African Python",-26.8072,31.9658,2,"Big Bend - Nsoko (3km S of Big Bend)","10-Nov-99",11,1999,"Yes"
"3401",4548,"Museum","TM83530","Pythonidae","Python","natalensis","Southern African Python",-26.3194,31.9958,2,"Siteki - Mhlumeni road, entrance to Cyrildene Farm","31-Dec-99",12,1999,"Yes"
"3402",4552,"Museum","TM83966","Pythonidae","Python","natalensis","Southern African Python",-26.1578,31.9836,2,"Mbuluzi GR, near entrance","24-Oct-00",10,2000,""
"3403",4683,"iNaturalist","259172364","Pythonidae","Python","natalensis","Southern African Python",-26.2017,31.9809,1,"Lubombo","19-Jan-25",1,2025,""
"3404",4684,"iNaturalist","258860045","Pythonidae","Python","natalensis","Southern African Python",-26.1773,31.6292,1,"Manzini","18-Jan-25",1,2025,""
"3405",4685,"iNaturalist","195062031","Pythonidae","Python","natalensis","Southern African Python",-26.1789,32.0265,1,"Lubombo","15-Jun-13",6,2013,""
"3406",4686,"iNaturalist","194997765","Pythonidae","Python","natalensis","Southern African Python",-26.1564,31.9824,1,"Lubombo","27-Dec-23",12,2023,""
"3407",4687,"iNaturalist","195107842","Pythonidae","Python","natalensis","Southern African Python",-26.2093,32.0033,1,"Lubombo","03-Mar-18",3,2018,""
"3408",4688,"iNaturalist","194997653","Pythonidae","Python","natalensis","Southern African Python",-26.1534,31.9955,1,"Lubombo","06-Nov-23",11,2023,""
"3409",4689,"iNaturalist","195062035","Pythonidae","Python","natalensis","Southern African Python",-26.1783,32.0393,1,"Lubombo","08-Aug-13",8,2013,""
"3410",4690,"iNaturalist","179831861","Pythonidae","Python","natalensis","Southern African Python",-26.1366,32.0125,1,"Lubombo","14-Aug-23",8,2023,""
"3411",4691,"iNaturalist","142215431","Pythonidae","Python","natalensis","Southern African Python",-26.1853,31.6219,1,"Manzini","30-Oct-22",10,2022,""
"3412",4692,"iNaturalist","108440012","Pythonidae","Python","natalensis","Southern African Python",-26.1564,31.9824,1,"Lubombo","12-Mar-22",3,2022,""
"3413",4693,"iNaturalist","97158193","Pythonidae","Python","natalensis","Southern African Python",-26.2609,31.8797,1,"Lubombo","09-Dec-16",12,2016,""
"3414",4694,"iNaturalist","52670845","Pythonidae","Python","natalensis","Southern African Python",-26.1564,31.9824,1,"Lubombo","11-Jul-20",7,2020,""
"3415",4695,"iNaturalist","49125154","Pythonidae","Python","natalensis","Southern African Python",-26.1785,31.9844,1,"Lubombo","10-Feb-19",2,2019,""
"3416",4696,"iNaturalist","48431014","Pythonidae","Python","natalensis","Southern African Python",-26.2755,31.873,1,"Lubombo","04-Sep-19",9,2019,""
"3417",4697,"iNaturalist","41090142","Pythonidae","Python","natalensis","Southern African Python",-26.1564,31.9824,1,"Lubombo","17-Jan-12",1,2012,""
"3418",4698,"iNaturalist","37458234","Pythonidae","Python","natalensis","Southern African Python",-26.1564,31.9824,1,"Lubombo","19-Apr-18",4,2018,""
"3419",4699,"iNaturalist","22012205","Pythonidae","Python","natalensis","Southern African Python",-26.1686,31.9861,1,"Lubombo","29-Mar-14",3,2014,""
"3420",4700,"iNaturalist","8412242","Pythonidae","Python","natalensis","Southern African Python",-26.1842,31.9831,1,"Lubombo","29-Dec-13",12,2013,""
"3421",1083,"EAF","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.1562,31.9824,2,"Mbuluzi GR, Lodge 27","19-Feb-21",2,2021,""
"3422",1099,"EAF","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.276,31.157,2,"Pine Valley","21-Feb-21",2,2021,""
"3423",1166,"EAF","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.4519,31.0428,2,"Mhlambanyatsi","08-Mar-21",3,2021,""
"3424",1227,"Monadjem","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.9784,31.2492,1,"Hlezane","22-Sep-00",9,2000,""
"3425",1301,"Museum","TM50785","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.25,32.0167,3,"Blue Jay Ranch","",NA,NA,"Yes"
"3426",1307,"Museum","TM80006","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-25.9672,31.1208,2,"Malolotja NR, 2km S of Bulembu","06-Dec-95",12,1995,"Yes"
"3427",1376,"Museum","TM79988","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2186,31.0803,2,"Hawane Dam","02-Sep-95",9,1995,"Yes"
"3428",1377,"Museum","TM80788","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2175,31.0797,2,"Hawane NR, near gate","13-Apr-96",4,1996,"Yes"
"3429",1406,"Museum","TM71081","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.068,31.1944,2,"Nkomati River, old bridge 200m S","11-Aug-91",8,1991,"Yes"
"3430",1409,"Museum","TM71083","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.0097,31.9925,2,"Lomahasha, 3km S","15-Aug-91",8,1991,"Yes"
"3431",1428,"Museum","TM71094","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7767,31.2106,2,"Mahlangatsha Hills","24-Nov-91",11,1991,"Yes"
"3432",1429,"Museum","TM71095","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7767,31.2106,2,"Mahlangatsha Hills","24-Nov-91",11,1991,"Yes"
"3433",1432,"Museum","TM80791","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3434",1433,"Museum","TM80792","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3435",1434,"Museum","TM80793","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3436",1435,"Museum","TM80794","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3437",1436,"Museum","TM80795","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3438",1437,"Museum","TM80796","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3439",1438,"Museum","TM80797","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3440",1439,"Museum","TM80798","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3441",1440,"Museum","TM80799","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2747,30.9969,2,"Motjane, S, Makhwane School","30-Apr-96",4,1996,"Yes"
"3442",1465,"Museum","TM69346","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.1344,31.1228,2,"Malolotja NR, along Logwaja road","08-Jun-88",6,1988,"Yes"
"3443",1553,"Museum","TM4857","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.3,31.1333,3,"Mbabane","",NA,NA,"Yes"
"3444",1554,"Museum","TM79973","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2917,31.1469,2,"Mbabane (Northern)","23-Dec-94",12,1994,"Yes"
"3445",1555,"Museum","TM80786","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.315,31.1422,2,"Mbabane, Alister Miller Street","01-Mar-96",3,1996,"Yes"
"3446",1581,"Museum","TM71831","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7417,32.0244,2,"Mambane, 3.5km N","07-Dec-91",12,1991,"Yes"
"3447",1582,"Museum","TM71832","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7417,32.0244,2,"Mambane, 3.5km N","07-Dec-91",12,1991,"Yes"
"3448",1616,"Museum","TM64901","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2127,31.9992,3,"Mlawula NR","",NA,NA,"Yes"
"3449",1636,"Museum","TM79986","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.4419,31.1622,2,"Mantenga NR","01-Sep-95",9,1995,"Yes"
"3450",1757,"Museum","TM62881","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7366,31.7707,3,"Tambuti Estates","",NA,NA,"Yes"
"3451",1758,"Museum","TM62882","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.7366,31.7707,3,"Tambuti Estates","",NA,NA,"Yes"
"3452",2138,"EAF","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.326,31.1411,3,"Mbabane","18-Sep-21",9,2021,""
"3453",2251,"EAF","","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.15,32,2,"Mbuluzi","13-Nov-21",11,2021,""
"3454",4397,"Museum","TM71085","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.2142,31.3325,2,"Malandela Beacon, Malandela Hills, within a few hundred meters","15-Oct-91",10,1991,"Yes"
"3455",4431,"Museum","DM1709","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-25.8889,31.2567,2,"Mondi Forest Plantations, approx. 8km N of Pigg's Peak","27-Mar-02",3,2002,""
"3456",4490,"Museum","TM78911","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.0533,31.24,2,"Nkomati Valley","31-Oct-92",10,1992,"Yes"
"3457",4510,"Museum","TM83043","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.1119,31.2339,2,"Mnyokane, E on Mangunga Valley slope","25-Sep-97",9,1997,"Yes"
"3458",4521,"Museum","TM83054","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.0469,31.4081,2,"Ndzingeni, 5.6km E (Dawn Beacon)","06-Oct-98",10,1998,"Yes"
"3459",4535,"Museum","TM83069","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-26.8622,31.9703,2,"Big Bend, Riverside Complex, 3km S on dirt track","06-Nov-99",11,1999,"Yes"
"3460",4579,"iNaturalist","245810351","Typhlopidae","Afrotyphlops","bibronii","Bibron's Blind Snake",-27.1618,31.4691,1,"Shiselweni","05-Oct-24",10,2024,""
"3461",4580,"iNaturalist","254431024","Typhlopidae","Afrotyphlops","schlegelii","Schlegel's Giant Blind Snake",-26.1729,31.632,1,"Manzini","07-Dec-24",12,2024,""
"3462",4581,"iNaturalist","150343716","Typhlopidae","Afrotyphlops","schlegelii","Schlegel's Giant Blind Snake",-26.4518,31.4286,1,"Manzini","14-Nov-22",11,2022,""
"3463",4582,"iNaturalist","8412275","Typhlopidae","Afrotyphlops","schlegelii","Schlegel's Giant Blind Snake",-26.1497,31.9853,1,"Lubombo","28-Dec-13",12,2013,""
