"","Identifier","Source","Museum_number","Family","Genus","Species","English_name","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"1",4584,"iNaturalist","2732739","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-26.5068,31.2498,1,"Manzini","23-Apr-07",4,2007,""
"2",1091,"EAF","","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-25.948,31.133,2,"Bulembu","20-Feb-21",2,2021,""
"3",1302,"Museum","TM50784","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-26.25,32.0167,3,"Blue Jay Ranch","",NA,NA,"Yes"
"4",1311,"Museum","TM79982","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-25.915,31.1542,2,"Bulembu, 5km NE","13-Jul-95",7,1995,"Yes"
"5",1558,"Museum","TM78798","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-26.3014,31.135,2,"Mbabane, Golf Course road near Eveni","02-Feb-94",2,1994,"Yes"
"6",1646,"Museum","TM71837","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-26.5005,31.9678,2,"Muti Muti NR","31-Dec-91",12,1991,"Yes"
"7",4452,"Museum","DM1746","Atractaspididae","Amblyodipsas","concolor","KwaZulu-Natal Purple-glossed Snake",-26.2856,31.1336,2,"Mbabane, Dalriach North, overlooking Black Mbuluzi valley","05-Feb-09",2,2009,""
"8",4585,"iNaturalist","8412265","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.1619,31.931,1,"Lubombo","30-Jan-14",1,2014,""
"9",18,"Museum","DM680","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.3752,31.5375,3,"Mpisi","18-Nov-84",11,1984,"Yes"
"10",250,"EAF","","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26,31.757,2,"Tshaneni","11-Feb-07",2,2007,""
"11",281,"EAF","","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26,31.757,2,"Tshaneni Village","25-Feb-07",2,2007,""
"12",794,"EAF","","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.779,31.917,1,"Mhlosinga NR, rest camp","01-May-20",5,2020,""
"13",1275,"Museum","TM47642","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.6667,31.8833,3,"Bar R Ranch","",NA,NA,"Yes"
"14",1413,"Museum","TM47808","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.4251,31.8842,3,"Lukhula","",NA,NA,"Yes"
"15",1593,"Museum","TM64902","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.16,31.99,3,"Mbuluzi GR","",NA,NA,"Yes"
"16",1619,"Museum","TM80763","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.1939,31.99,2,"Mlawula NR, ridge overlooking Mlawula River","13-Jan-96",1,1996,"Yes"
"17",1776,"Museum","TM52398","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"18",1777,"Museum","TM54739","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"19",1778,"Museum","TM56604","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"20",1779,"Museum","TM56610","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"21",2438,"EAF","","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.165,31.584,2,"Dvokolwako","31-Jan-22",1,2022,""
"22",4502,"Museum","TM82998","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.0614,31.4458,2,"St. Peregrine's Mission, near","15-Apr-99",4,1999,"Yes"
"23",4506,"Museum","TM83039","Atractaspididae","Amblyodipsas","polylepis","Common Purple-glossed Snake",-26.0739,31.2628,2,"Nkomati River, N of Maguga Dam wall","15-Sep-97",9,1997,"Yes"
"24",4586,"iNaturalist","264639891","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4739,31.1848,1,"Manzini","27-Feb-25",2,2025,""
"25",4587,"iNaturalist","256977834","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2003,31.9791,1,"Lubombo","01-Jan-25",1,2025,""
"26",4588,"iNaturalist","195054396","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.235,31.1787,1,"Hhohho","12-Aug-22",8,2022,""
"27",4589,"iNaturalist","195054395","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.235,31.1787,1,"Hhohho","29-Aug-23",8,2023,""
"28",4590,"iNaturalist","195054389","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.235,31.1787,1,"Hhohho","07-Sep-21",9,2021,""
"29",4591,"iNaturalist","195054381","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.235,31.1787,1,"Hhohho","26-Nov-18",11,2018,""
"30",4592,"iNaturalist","191669677","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.9396,31.9788,1,"Lubombo","12-Oct-23",10,2023,""
"31",4593,"iNaturalist","188906093","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4615,31.0201,1,"Manzini","25-Oct-23",10,2023,""
"32",4594,"iNaturalist","179168341","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.1564,31.9824,1,"Lubombo","18-Aug-23",8,2023,""
"33",4595,"iNaturalist","179832103","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2003,31.9767,1,"Lubombo","22-Aug-23",8,2023,""
"34",8,"Museum","DM572","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.7875,31.9388,3,"Big Bend","24-Feb-84",2,1984,"Yes"
"35",975,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.276,31.157,2,"Pine Valley","26-Dec-20",12,2020,""
"36",990,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.948,31.133,2,"Bulembu","02-Jan-21",1,2021,""
"37",1128,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4364,31.1906,2,"Ezulwini, Buhleni Farm","01-Mar-21",3,2021,""
"38",1249,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.9853,31.7151,1,"Sand River, below dam wall","29-Sep-16",9,2016,""
"39",1316,"Museum","TM78891","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.9672,31.1208,2,"Malolotja NR, 2km S of Bulembu","16-Jul-93",7,1993,"Yes"
"40",1388,"Museum","TM70964","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2339,30.9903,2,"Droxford Farm, 1km S of stream","06-Jul-91",7,1991,"Yes"
"41",1398,"Museum","TM71835","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.9561,31.3353,2,"Hlatikulu, outskirts","10-Dec-91",12,1991,"Yes"
"42",1399,"Museum","TM57129","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.617,32.024,3,"Jilobi Forest, E of Lubombo Mountain","",NA,NA,"Yes"
"43",1423,"Museum","TM57129","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.35,31.56,3,"Mafuteni  (=Mafutseni), 10km NE","",NA,NA,"Yes"
"44",1466,"Museum","TM71829","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.3536,31.5419,2,"Mafutseni, 15km NE (near Transworld station)","21-Nov-91",11,1991,"Yes"
"45",1654,"Museum","TM69353","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.1347,31.1325,2,"Malolotja NR, main campsite - picnic site, between","08-Jun-88",6,1988,"Yes"
"46",1664,"Museum","TM79985","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4406,31.1561,2,"Mantenga Falls, near","01-Sep-95",9,1995,"Yes"
"47",1679,"Museum","TM80802","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.0097,31.2541,2,"Pigg's Peak, 5km S on Nginamadola road","02-Aug-96",8,1996,"Yes"
"48",1692,"Museum","TM79991","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2708,31.0864,2,"Mbabane, Nkoyoyo","01-Nov-95",11,1995,"Yes"
"49",1703,"Museum","TM70966","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.0558,31.4186,2,"Piggs Peak, 25km SE on dirt road to Balegane","04-Aug-91",8,1991,"Yes"
"50",1705,"Museum","TM80776","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.9767,31.2575,2,"Piggs Peak (East)","23-Aug-96",8,1996,"Yes"
"51",1780,"Museum","TM52325","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"52",1781,"Museum","TM52327","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"53",1782,"Museum","TM52338","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"54",1783,"Museum","TM52359","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"55",1784,"Museum","TM53808","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"56",1880,"Museum","TM70965","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2767,30.9486,2,"Usutu Forest plantation","06-Jul-91",7,1991,"Yes"
"57",1888,"Museum","TM67265","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.3023,31.1023,3,"Waterford High School","",NA,NA,"Yes"
"58",1941,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4519,31.0428,2,"Mhlambanyatsi","11-May-21",5,2021,""
"59",1964,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.2147,31.9192,1,"Simunye Country Club","28-Feb-07",2,2007,""
"60",2064,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.4519,31.0428,2,"Mhlambanyatsi","12-May-21",5,2021,""
"61",2443,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.326,31.1411,3,"Mbabane Methodist church","01-Feb-22",2,2022,""
"62",2511,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.326,31.1411,3,"Mbabane","20-Feb-22",2,2022,""
"63",2751,"EAF","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.3986,31.1805,3,"Ezulwini","06-Nov-22",11,2022,""
"64",4386,"Museum","ENMNH IYSIS_H_048","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.9853,31.7151,1,"Sand River Dam, Below dam wall ","29-Sep-16",9,2016,""
"65",4392,"Monadjem","","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.0932,31.7718,1,"Tshaneni, IYSIS Estate","29-Mar-22",3,2022,""
"66",4428,"Museum","DM1705","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-25.9225,31.4311,2,"Herefords, 6km W (1km from Jacks Beacon)","22-Nov-01",11,2001,""
"67",4485,"Museum","TM78904","Atractaspididae","Aparallactus","capensis","Black-headed Centipede-eater",-26.0372,31.15,2,"Luhhumaneni, E of Malolotja NR","09-Oct-92",10,1992,"Yes"
"68",4596,"iNaturalist","195066698","Atractaspididae","Aparallactus","lunulatus","Reticulated Centipede-eater",-26.1843,32.0041,1,"Lubombo","19-Apr-14",4,2014,""
"69",2870,"RCB","","Atractaspididae","Aparallactus","lunulatus","Reticulated Centipede-eater",-26.195,31.9667,3,"Mlawula NR, west","",NA,NA,"Yes"
"70",25,"Museum","DM1612","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.9997,31.7642,2,"Tshaneni, house","21-Jan-92",1,1992,"Yes"
"71",470,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-27.0687,31.9315,2,"Big Bend, road","06-Jan-08",1,2008,""
"72",503,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-27.0671,31.4209,1,"Shiselweni","01-Feb-08",2,2008,""
"73",723,"Museum","ENMNH IYSIS_H_005","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.9766,31.7477,1,"Tshaneni - Mananga circle, between","24-Nov-15",11,2015,""
"74",1068,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.2104,31.92,1,"Simunye","14-Feb-21",2,2021,""
"75",1184,"Museum","DM568","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.4422,31.9508,3,"Siteki","10-Sep-84",9,1984,"Yes"
"76",1580,"Museum","TM71011","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.7736,32.0544,2,"Mambane, 2km SE","24-May-91",5,1991,"Yes"
"77",1635,"Museum","TM78910","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.1361,31.2283,2,"Mnyokane, 5km E","27-Oct-92",10,1992,"Yes"
"78",1644,"Museum","TM80779","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.9247,31.51,2,"Mpofu River, 1km N","30-Jan-97",1,1997,"Yes"
"79",1785,"Museum","TM51012","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"80",1786,"Museum","TM52292","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"81",1787,"Museum","TM52310","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"82",1788,"Museum","TM52339","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"83",1789,"Museum","TM53797","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"84",2025,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.32,31.14,2,"Thembelihle","14-Apr-21",4,2021,""
"85",2541,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.3055,31.1367,2,"Mbabane","24-Mar-22",3,2022,""
"86",2683,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.409,31.829,2,"Matsetsa, School for the Deaf","01-Oct-22",10,2022,""
"87",4333,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.197,31.571,2,"Croydon","13-Feb-23",2,2023,""
"88",4335,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-27.2,31.56,2,"Hluthi","10-Mar-24",3,2024,""
"89",4336,"EAF","","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.0274,31.815,1,"Mhlume Country Club","08-May-24",5,2024,""
"90",4398,"Museum","TM79946","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-25.9561,31.7278,2,"Tunzini Citrus Estate, houses","15-Oct-93",10,1993,"Yes"
"91",4426,"Museum","DM1702","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.5525,31.5969,2,"Big Bend - Hhelehhele, 16km SE of Hhelehhele","14-Nov-01",11,2001,""
"92",4435,"Museum","DM1714","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.1614,31.2044,2,"Mbabane - Maguga Dam dirt road, approx. 8km N of Mbuluzi School","25-Nov-02",11,2002,""
"93",4449,"Museum","DM1734","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.2903,31.1317,2,"Mbabane, Dalriach","20-Apr-13",4,2013,""
"94",4525,"Museum","TM83058","Atractaspididae","Atractaspis","bibronii","Bibron's Stilleto Snake",-26.1069,31.1292,2,"Malolotja NR,  along road to Nkomati viewpoint","16-Jan-99",1,1999,"Yes"
"95",33,"Museum","DM1617","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.3636,31.1525,2,"Mbabane, 4km S on Malagwane Hill","07-Jun-92",6,1992,"Yes"
"96",36,"Museum","DM1618","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.3337,31.2545,3,"Mdzimba Hills","08-Aug-92",8,1992,"Yes"
"97",132,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0369,31.814,2,"Mhlume","18-Nov-06",11,2006,""
"98",147,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2112,31.9226,1,"Simunye Clinic","23-Nov-06",11,2006,""
"99",227,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.189,31.905,1,"Simunye Police housing","31-Jan-07",1,2007,""
"100",244,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0369,31.814,2,"Mhlume","08-Feb-07",2,2007,""
"101",289,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0369,31.814,2,"Mhlume","01-Mar-07",3,2007,""
"102",317,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.198,31.815,2,"Ngomane","04-Apr-07",4,2007,""
"103",359,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2112,31.9226,1,"Simunye Clinic","05-Oct-07",10,2007,""
"104",431,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.198,31.815,2,"Ngomane","04-Dec-07",12,2007,""
"105",677,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0036,31.7782,3,"Tshaneni","24-Oct-08",10,2008,""
"106",1133,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.674,31.0645,2,"Mankayane","02-Mar-21",3,2021,""
"107",1274,"Museum","TM71842","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.6781,31.8869,2,"Bar Circle Ranch, main house","11-Apr-92",4,1992,"Yes"
"108",1310,"Museum","TM69368","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.9731,31.1294,2,"Bulembe (Bulembu), 3km S","17-Oct-90",10,1990,"Yes"
"109",1340,"Museum","TM69937","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.3681,31.5506,2,"Dinedor, farm house","21-Mar-91",3,1991,"Yes"
"110",1355,"Museum","TM24103","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.53,31.188,3,"Malkerns, Farm Wallers","",NA,NA,"Yes"
"111",1375,"Museum","TM79989","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.21,31.0808,2,"Hawane NR","22-Sep-95",9,1995,"Yes"
"112",1441,"Museum","TM71003","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2142,31.3325,2,"Malandela Beacon, Malandela Hills, within a few hundred meters","15-Oct-91",10,1991,"Yes"
"113",1485,"Museum","TM69356","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.1086,31.1289,2,"Malolotja NR, along Nkomati viewpoint road","21-Sep-88",9,1988,"Yes"
"114",1486,"Museum","TM69361","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.1358,31.1194,2,"Malolotja NR, near ecologist's house","28-Dec-89",12,1989,"Yes"
"115",1487,"Museum","TM79963","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.1433,31.1394,2,"Malolotja NR, Senior Warden's house","17-Sep-94",9,1994,"Yes"
"116",1527,"Museum","TM22999","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4833,31.3667,3,"Manzini","",NA,NA,"Yes"
"117",1528,"Museum","TM71002","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4947,31.3436,2,"Manzini, in garden","07-Jun-91",6,1991,"Yes"
"118",1547,"Museum","TM79993","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.8711,31.3369,2,"Matsamo, 20km S","02-Nov-95",11,1995,"Yes"
"119",1602,"Museum","TM80790","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4522,31.0489,2,"Mhlambanyatsi","11-Apr-96",4,1996,"Yes"
"120",1643,"Museum","TM79995","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.9308,31.51,2,"Mpofu River","14-Sep-95",9,1995,"Yes"
"121",1724,"Museum","TM69367","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5472,31.3464,2,"Sidvokodvo - Manzini, between approx 13km NW of Sidvokodvo","11-Oct-90",10,1990,"Yes"
"122",1746,"Museum","TM49356","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.357,31.957,3,"Siteki, 8km NE","",NA,NA,"Yes"
"123",1859,"Museum","TM79961","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.9561,31.7278,2,"Tunzini Citrus Estate, houses","23-Nov-92",11,1992,"Yes"
"124",1898,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2108,31.9274,2,"Simunye","18-Mar-21",3,2021,""
"125",1952,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-27.1206,31.2014,2,"Nhlangano","14-Apr-21",4,2021,""
"126",2137,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.326,31.1411,2,"Mbabane","16-Sep-21",9,2021,""
"127",2181,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4461,31.9472,3,"Siteki","29-Oct-21",10,2021,""
"128",2201,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.525,31.367,2,"Ngwane Park","01-Nov-21",11,2021,""
"129",2320,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.778,31.7033,1,"Wendy's Lodge, LUSIP Dam","08-Dec-21",12,2021,""
"130",2440,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.97,31.25,3,"Piggs Peak","31-Jan-22",1,2022,""
"131",2502,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.7814,31.9299,3,"Big Bend","17-Feb-22",2,2022,""
"132",2525,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.501,31.3141,2,"Matsapha","12-Mar-22",3,2022,""
"133",2531,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.418,31.772,2,"Mpaka","17-Mar-22",3,2022,""
"134",2534,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.525,31.367,2,"Ngwane Park","21-Mar-22",3,2022,""
"135",2543,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.7816,31.9302,3,"Big Bend","25-Mar-22",3,2022,""
"136",2608,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.411,31.707,2,"Malindza","08-May-22",5,2022,""
"137",2620,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.8779,31.5969,1,"Sithobela (Sithobelweni)","17-May-22",5,2022,""
"138",2635,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.8779,31.5969,2,"Sithobela (Sithobelweni)","08-Jun-22",6,2022,""
"139",2642,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4418,31.9416,2,"Siteki","15-Jun-22",6,2022,""
"140",2657,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.19,31.57,2,"Croydon","20-Jul-22",7,2022,""
"141",2664,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.501,31.3141,2,"Matsapha","05-Aug-22",8,2022,""
"142",2674,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-27.0029,31.6533,2,"Maloma","16-Aug-22",8,2022,""
"143",2680,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5318,31.3165,1,"Tubungu","02-Oct-22",10,2022,""
"144",2735,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.6785,31.0622,2,"Mankayane","27-Oct-22",10,2022,""
"145",2869,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.411,31.707,2,"Malindza","",NA,NA,""
"146",2957,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5599,31.2899,2,"Dwaleni (=Edwaleni)","20-Sep-22",9,2022,""
"147",3186,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.222,31.031,1,"Ngwenya Glass","30-Mar-21",3,2021,""
"148",3187,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5365,31.3596,1,"Ngwane Park","09-Jan-23",1,2023,""
"149",3188,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2018,31.5588,1,"Croydon ","09-Jan-24",1,2024,""
"150",3189,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5387,31.3682,1,"Ngwane Park","30-Jan-23",1,2023,""
"151",3191,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2049,31.559,1,"Croydon","29-Nov-23",11,2023,""
"152",3193,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.49,31.46,2,"Hhelehhele","23-Feb-22",2,2022,""
"153",3194,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5252,31.3635,1,"Ngwane Park","16-Aug-23",8,2023,""
"154",3195,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5318,31.3165,1,"Tubungu","15-Jan-24",1,2024,""
"155",3196,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2158,31.9173,1,"Simunye Country Club, Guest House","21-Apr-23",4,2023,""
"156",3197,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.214,31.919,2,"Lusoti Village","25-May-23",5,2023,""
"157",3198,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.214,31.919,2,"Lusoti Village","25-May-23",5,2023,""
"158",3199,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2158,31.9173,1,"Simunye Country Club, Guest House","05-Jun-23",6,2023,""
"159",3200,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.214,31.919,2,"Lusoti Village","19-Sep-23",9,2023,""
